STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,VNM,Viet Nam,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,2015,,12242.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ZAF,South Africa,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,2015,,18792.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ARG,Argentina,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,21981.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,AUS,Australia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,109142.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,AUT,Austria,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,15979,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BEL,Belgium,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,27746.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BGD,Bangladesh,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,7702.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BGR,Bulgaria,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,3061.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BLR,Belarus,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,1854.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRA,Brazil,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,114698.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRN,Brunei Darussalam,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,647.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CAN,Canada,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,109571.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHE,Switzerland,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,68009.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHL,Chile,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,11924.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHN,China (People’s Republic of),K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,839647.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CIV,Côte d’Ivoire,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,585.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CMR,Cameroon,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,557.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,COL,Colombia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,12931.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CRI,Costa Rica,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,2987.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CYP,Cyprus,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,2408.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CZE,Czechia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,7355.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,DEU,Germany,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,143960,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,DNK,Denmark,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,15794.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,EGY,Egypt,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,14786.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ESP,Spain,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,44514.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,EST,Estonia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,886,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,FIN,Finland,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,6474.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,FRA,France,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,108337.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,GBR,United Kingdom,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,225040.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,GRC,Greece,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,8905.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,HKG,Hong Kong (China),K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,53470.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,HRV,Croatia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,2748,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,HUN,Hungary,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,4044.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,IDN,Indonesia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,34764.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,IND,India,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,112753.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,IRL,Ireland,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,19126.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ISL,Iceland,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,1036.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ISR,Israel,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,14409.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ITA,Italy,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,95148.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,JOR,Jordan,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,2459.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,JPN,Japan,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,182260.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,KAZ,Kazakhstan,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,6513.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,KHM,Cambodia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,297.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,KOR,Korea,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,84359.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LAO,Lao People’s Democratic Republic,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,540.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LTU,Lithuania,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,832.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LUX,Luxembourg,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,16327.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LVA,Latvia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,1176.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MAR,Morocco,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,5453.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MEX,Mexico,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,41494.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MLT,Malta,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,686.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MMR,Myanmar,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,1450.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MYS,Malaysia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,19680.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NGA,Nigeria,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,16949.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NLD,Netherlands,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,59739.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NOR,Norway,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,17515.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NZL,New Zealand,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,10293.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PAK,Pakistan,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,10375.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PER,Peru,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,9767.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PHL,Philippines,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,23432.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,POL,Poland,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,18070.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PRT,Portugal,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,9798.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ROU,Romania,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,5748.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,RUS,Russia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,44171.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SAU,Saudi Arabia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,23438.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SEN,Senegal,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,414.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SGP,Singapore,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,36991,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SVK,Slovak Republic,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,2722.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SVN,Slovenia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,1639.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SWE,Sweden,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,21971,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,THA,Thailand,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,23446.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TUN,Tunisia,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,1729.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TUR,Türkiye,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,26803.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TWN,Chinese Taipei,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,34633.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,UKR,Ukraine,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,3187.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,USA,United States,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,1355575.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,VNM,Viet Nam,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,7013.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ZAF,South Africa,K,Financial and insurance activities,W,World,USD,US dollar,A,Annual,2015,,22926.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ARG,Argentina,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,97515.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,AUS,Australia,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,77959.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,AUT,Austria,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,66427.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BEL,Belgium,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,63573.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BGD,Bangladesh,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,44176.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BGR,Bulgaria,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,8142.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BLR,Belarus,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,17957.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRA,Brazil,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,214470.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRN,Brunei Darussalam,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,1328.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CAN,Canada,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,168923.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHE,Switzerland,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,130498.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHL,Chile,C,Manufacturing,W,World,USD,US dollar,A,Annual,2015,,26911.7,,6,Millions
